SBS-1 Log from KAMPENHOUT for 08/03/2015. Times are LOCAL.
Author skystef
Created by Active Display Lite v1.64.0.30

Code   CallSign Reg      ICAO FAlt  LAlt  Date/Time (dd/mm/yyyy)
42414E VPCJI    VP-CJI   C525 36000 23225 08/03/2015 10:28:53
484368 KLM598   PH-BQA   B772 29975 7575  08/03/2015 10:29:40
440050 AUA412G  OE-LBR   A320 32750 34125 08/03/2015 10:29:40
484559 KLM39B   PH-BGB   B738 10775 26350 08/03/2015 10:30:16
4CA24F RYR24VG  EI-DCW   B738 27400 37000 08/03/2015 10:30:21
4951D3 TAP616   CS-TNS   A320 17275 0     08/03/2015 10:30:55
4AC8D8 BLX211   SE-RFX   B738 34000 35000 08/03/2015 10:31:05
4B168F SWR32V   HB-IOD   A321 28525 37000 08/03/2015 10:31:05
A081CA UAL125   N13138   B752 34000 34000 08/03/2015 10:31:19
461F69 FIN5NB   OH-LXH   A320 32975 25100 08/03/2015 10:31:22
400FF3 TOM792   G-FDZB   B738 33000 33000 08/03/2015 10:31:38
40600F EZY2083  G-EZTE   A320 26300 33000 08/03/2015 10:31:57
4619CB JTG961   OH-JTZ   B737 38000 38475 08/03/2015 10:32:09
4006A4 TUI9011  G-OBYE   B763 37025 37025 08/03/2015 10:32:34
4B18F4 SWR42H   HB-JLS   A320 38025 38025 08/03/2015 10:32:38
896117 UAE161   A6-ECP   B77W 36000 36000 08/03/2015 10:32:58
398564 AFR1774  F-HBLE   E190 33775 37000 08/03/2015 10:33:08
44CE76 BEL2AH   OO-SSV   A319 150   24000 08/03/2015 10:33:09
44D877 OOVCW    OO-VCW   C172 -100  1650  08/03/2015 10:33:22
4CA6A9 RYR47NZ  EI-DYV   B738 22500 37000 08/03/2015 10:33:39
44B024 OOLAD    OO-LAD   BE65 3900  5200  08/03/2015 10:33:46
484442 -------- PH-BXU   B738 16750 13500 08/03/2015 10:33:55
A13386 DAL25    N177DN   B763 18875 30000 08/03/2015 10:34:07
AE0691 RCH167   62-3572  K35R 34000 22300 08/03/2015 10:34:08
A0F44C DAL43    N1602    B763 175   17975 08/03/2015 10:34:42
40093E BAW15PZ  G-EUOE   A319 30175 37000 08/03/2015 10:34:43
3C7262 BER865R  D-ALSB   A321 19475 28200 08/03/2015 10:35:34
461E14 FCM9SD   OH-LKE   E190 5475  -150  08/03/2015 10:35:38
502C44 BTI8RY   YL-BBN   B735 35000 37000 08/03/2015 10:35:42
3CFA30 DCWAY    D-CWAY   LJ55 33025 35975 08/03/2015 10:36:07
44CCD9 BEL453   OO-SFY   A332 75    17100 08/03/2015 10:36:11
3950C0 AFR324L  F-GUGA   A318 30800 23050 08/03/2015 10:36:22
4844DC -------- PH-EMJ   C172 2200  2200  08/03/2015 10:36:26
A1D18F UAL932   N216UA   B772 37000 31350 08/03/2015 10:36:35
342105 -------- EC-JFG   A320 ----- ----- 08/03/2015 10:36:37
484411 KLM441   PH-AOC   A332 10825 22475 08/03/2015 10:36:48
4A083A BMS132   YR-BAZ   B734 32925 32950 08/03/2015 10:37:26
4AC954 SAS4683  SE-RJT   B737 38000 39000 08/03/2015 10:37:29
484CBB KLM791   PH-BVG   B77W 7975  31000 08/03/2015 10:37:31
4AC88F NVR181   SE-RDO   A321 32000 32975 08/03/2015 10:37:48
4B1785 SWR77V   HB-IXP   RJ1H 15750 21825 08/03/2015 10:38:01
3C5467 DLH1RK   D-AECG   E190 36000 36000 08/03/2015 10:38:29
4CA245 RYR89DZ  EI-DCO   B738 38000 25125 08/03/2015 10:38:55
405B66 -------- G-EZDM   A319 29300 29275 08/03/2015 10:38:55
4486F4 OOAWT    OO-AWT   C172 -125  800   08/03/2015 10:39:04
4405DA GAC598C  OE-FWF   C510 550   18700 08/03/2015 10:39:21
732444 IRA711   EP-IBD   A306 32000 30200 08/03/2015 10:39:23
AC2392 -------- N881WT   GLEX 33000 24800 08/03/2015 10:39:42
3C6449 DLH8CF   D-AIBI   A319 33000 26825 08/03/2015 10:39:59
392AF5 AFR1145  F-GKXV   A320 32000 23775 08/03/2015 10:40:14
45ACC5 SAS594   OY-KFE   CRJ9 325   27375 08/03/2015 10:40:29
3986E0 AFR1846  F-HBXA   E170 31975 37000 08/03/2015 10:40:31
400980 BAW392   G-EUUE   A320 17025 -25   08/03/2015 10:40:34
4784A1 SAS7405  LN-RRB   B737 38000 38975 08/03/2015 10:40:40
3C65AA -------- D-AIMJ   A388 29025 30875 08/03/2015 10:41:08
405456 BAW675   G-EUUV   A320 36000 28750 08/03/2015 10:41:09
484FDE KLM65L   PH-BCD   B738 8825  36000 08/03/2015 10:41:24
47875F NAX5408  LN-NOZ   B738 37975 39000 08/03/2015 10:41:25
896182 UAE8     A6-EEC   A388 28650 39000 08/03/2015 10:41:46
40690D EZY51KA  G-EZWL   A320 8600  22000 08/03/2015 10:42:28
484966 KLM95T   PH-BGG   B737 9000  40425 08/03/2015 10:42:36
4495EB OOEOK    OO-EOK   C150 2300  2200  08/03/2015 10:42:46
8962E7 ETD957   A6-DDA   B77L 34000 6675  08/03/2015 10:43:03
3991E0 AFR1484  F-HEPA   A320 29825 7950  08/03/2015 10:43:03
400867 TCX7522  G-DHJH   A321 21400 31000 08/03/2015 10:43:11
400901 TCX276   G-CHTZ   A332 29725 39000 08/03/2015 10:43:19
4008F2 BAW9217  G-EUPY   A319 35000 33050 08/03/2015 10:43:21
44016B AUA452R  OE-LDG   A319 27250 36975 08/03/2015 10:43:23
A120F3 DAL117   N172DN   B763 31975 31975 08/03/2015 10:43:31
44CCDA BEL359   OO-SFZ   A332 125   21625 08/03/2015 10:43:57
44DC32 OOWAR    OO-WAR   P28A 300   0     08/03/2015 10:44:05
3C48F3 BER424R  D-ABGS   A319 22550 33025 08/03/2015 10:44:15
398561 AFR531D  F-HBLB   E190 31700 37000 08/03/2015 10:44:19
3C64EE DLH438   D-AIGN   A343 28250 34000 08/03/2015 10:44:35
484F72 -------- PH-AKB   A333 16675 13875 08/03/2015 10:44:38
44B46A -------- OO-MCJ   R44  800   1100  08/03/2015 10:45:00
3E28B8 DIGPS    D-IGPS   C303 9950  10975 08/03/2015 10:45:01
34368E IBS3622  EC-LEA   A320 33450 25750 08/03/2015 10:45:03
44CDC6 BEL92V   OO-SNF   A320 12100 0     08/03/2015 10:45:30
44D1A9 OOTMI    OO-TMI   P28A 200   0     08/03/2015 10:45:43
44CCD7 BEL501   OO-SFW   A333 -25   14150 08/03/2015 10:45:46
484560 KLM792   PH-BVC   B77W 30000 7575  08/03/2015 10:45:46
405A46 BAW430   G-EUUX   A320 18050 14225 08/03/2015 10:45:47
4010DC BAW814   G-EUXL   A321 33775 37000 08/03/2015 10:46:21
40631D -------- G-EZFY   A319 36175 36050 08/03/2015 10:46:25
48476E -------- PH-SPD   G115 2000  22075 08/03/2015 10:46:44
45D065 VKG2711  OY-TCE   A321 31000 31025 08/03/2015 10:47:12
3C7069 GEC8226  D-ALCI   MD11 30000 29975 08/03/2015 10:47:13
48436E KLM597   PH-BQG   B772 8075  27525 08/03/2015 10:47:17
AB8FD0 DAL15    N844MH   B764 30000 30000 08/03/2015 10:47:55
44CE70 BEL96C   OO-SSP   A319 20025 -175  08/03/2015 10:47:56
400966 BAW165   G-MEDF   A321 24700 31000 08/03/2015 10:48:10
A6894A N520DS   N520DS   DA40 550   2725  08/03/2015 10:48:17
4492EB BEL9YY   OO-DWK   RJ1H 0     25625 08/03/2015 10:48:31
400868 TCX13FA  G-NIKO   A321 32975 33000 08/03/2015 10:48:51
48455E KLM591   PH-BVA   B77W 9600  30700 08/03/2015 10:49:10
4010ED -------- G-EZBY   A319 19300 19075 08/03/2015 10:49:12
484CC2 -------- PH-EZR   E190 18625 19950 08/03/2015 10:49:19
4CA217 EIN52X   EI-DEF   A320 29925 30075 08/03/2015 10:49:26
495146 TAP664   CS-TJF   A321 31700 7000  08/03/2015 10:49:30
4CA4F0 RYR911L  EI-DPL   B738 9100  3025  08/03/2015 10:49:52
4CA64F RYR7010  EI-DYM   B738 225   22325 08/03/2015 10:50:10
484415 KLM755   PH-BQL   B772 9700  26900 08/03/2015 10:50:36
8961B2 ETD12    A6-EHE   A346 26250 33000 08/03/2015 10:50:45
4784C0 NAX5174  LN-NOF   B738 38000 39000 08/03/2015 10:50:53
394C07 -------- F-GTAH   A321 33650 34375 08/03/2015 10:50:57
44CDC4 BEL2TZ   OO-SND   A320 625   16575 08/03/2015 10:51:29
4057F1 GKSFR    G-KSFR   CL30 39050 45000 08/03/2015 10:51:30
3944E6 AFR1820  F-GRHG   A319 28325 8675  08/03/2015 10:51:43
4CA64A RYR6729  EI-DYH   B738 19000 2475  08/03/2015 10:51:59
44B68D OOMTM    OO-MTM   R44  400   200   08/03/2015 10:52:08
4248F4 AFL2168  VQ-BBC   A320 33725 -50   08/03/2015 10:52:12
300068 AZA108   I-BIXQ   A321 34000 6650  08/03/2015 10:52:16
484B92 KLM1009  PH-BGL   B737 8825  24000 08/03/2015 10:52:16
3C09F1 GMI2092  D-ASTW   A320 20525 29600 08/03/2015 10:52:35
3944EE -------- F-GRHO   A319 33950 9450  08/03/2015 10:52:40
48507F KLM1724  PH-EXA   E190 125   7000  08/03/2015 10:52:48
4849CF XRO248   PH-RID   C680 38000 7125  08/03/2015 10:53:28
3C5EFA GWI9536  D-AGWZ   A319 28025 37000 08/03/2015 10:53:32
3C4B2B DLH456   D-ABYK   B748 31875 31975 08/03/2015 10:53:37
34324F IBE32GC  EC-LEI   A319 21075 0     08/03/2015 10:53:40
4951C7 -------- CS-TNG   A320 36000 36025 08/03/2015 10:53:51
A259FA N2501A   N2501A   T211 200   -100  08/03/2015 10:54:05
400954 MON3835  G-OOPT   A320 38000 38000 08/03/2015 10:54:16
4CA9C1 RYR188D  EI-EVA   B738 375   10450 08/03/2015 10:54:17
4CA84E RYR1647  EI-EMF   B738 38000 38000 08/03/2015 10:54:23
8005F2 AIC115   VT-ANI   B788 37975 34625 08/03/2015 10:54:39
394C0A AFR1383  F-GTAK   A321 29975 26625 08/03/2015 10:54:39
3950CE AFR1751  F-GUGO   A318 37950 29050 08/03/2015 10:55:10
3D141D DEFWF    D-EFWF   P28A 1800  0     08/03/2015 10:55:15
392AEE -------- F-GKXO   A320 27700 23575 08/03/2015 10:55:43
4841BF PHRAC    PH-RAC   DA40 1200  400   08/03/2015 10:55:50
4CA9D1 RYR47HP  EI-EVI   B738 38000 27225 08/03/2015 10:55:50
C053F6 ACA833   C-GFUR   A333 200   14800 08/03/2015 10:55:50
AB0E54 DAL161   N811NW   A333 9300  10500 08/03/2015 10:55:51
40087C BAW576V  G-EUPM   A319 28500 37025 08/03/2015 10:55:56
06A044 QTR010   A7-AGB   A346 28950 37000 08/03/2015 10:56:10
44D876 OOVCV    OO-VCV   C177 -150  1650  08/03/2015 10:57:02
405632 EZY16DJ  G-EZDB   A319 11350 29400 08/03/2015 10:57:09
448603 -------- OO-APC   C150 1100  2600  08/03/2015 10:57:29
45B104 DTR84    OY-LHD   A320 35950 35975 08/03/2015 10:57:31
4CA812 RYR76K   EI-EKS   B738 38000 32075 08/03/2015 10:57:32
44A88C JAF703   OO-JDL   B788 175   8100  08/03/2015 10:57:41
406443 EZY36KL  G-EZGF   A319 35950 39025 08/03/2015 10:57:56
3944EB AFR1464  F-GRHL   A319 32900 37000 08/03/2015 10:58:04
502C99 -------- YL-BBW   DH8D 14100 23000 08/03/2015 10:58:15
3D2237 DELFB    D-ELFB   C172 -50   625   08/03/2015 10:58:18
485064 -------- PH-EZY   E190 18800 21950 08/03/2015 10:58:26
484B00 KLM27Y   PH-KZS   F70  11175 15475 08/03/2015 10:58:28
4CA293 EIN69X   EI-DEM   A320 23975 37950 08/03/2015 10:58:51
3C656C DLH534   D-AIKL   A333 33000 33000 08/03/2015 10:58:53
44CCCD BEL1255  OO-SFM   A333 275   19975 08/03/2015 10:59:30
4CA27B RYR14SL  EI-DHR   B738 38000 25850 08/03/2015 10:59:31
43EA39 MOGMC    M-OGMC   GLEX 29250 23200 08/03/2015 10:59:48
484CB9 KLM1975  PH-BGT   B737 11550 21975 08/03/2015 10:59:51
484F3A TFL507   PH-TFF   B738 8450  33775 08/03/2015 11:00:07
4010DA BAW950M  G-EUXJ   A321 30025 37000 08/03/2015 11:00:26
8960E7 UAE17    A6-EDF   A388 38000 38000 08/03/2015 11:01:09
4CC270 ICE532   TF-ISF   B752 39000 39000 08/03/2015 11:01:32
449983 OOFLC    OO-FLC   C152 0     3100  08/03/2015 11:01:41
3C7209 BER7000  D-ALPI   A332 16675 34000 08/03/2015 11:01:45
44A9A3 OOJMC    OO-JMC   P28A 0     1100  08/03/2015 11:02:36
4CA73A RYR16UE  EI-EBR   B738 39000 39000 08/03/2015 11:02:46
3C70C3 GEC8176  D-ALFC   B77L 30000 30000 08/03/2015 11:02:54
48418B KLM87B   PH-BXP   B739 17075 25700 08/03/2015 11:03:17
344157 VLG8354  EC-LOC   A320 32125 6875  08/03/2015 11:03:18
484C25 KLM1315  PH-EZI   E190 9700  35400 08/03/2015 11:03:23
34320D AEA1172  EC-KRJ   E190 250   15650 08/03/2015 11:03:25
4B8467 -------- TC-ACG   B744 ----- ----- 08/03/2015 11:03:26
50801F -------- UR-82072 A124 34950 34950 08/03/2015 11:03:29
406010 EZY63YR  G-EZTF   A320 36000 27075 08/03/2015 11:04:03
3C65A2 -------- D-AIMB   A388 31900 33975 08/03/2015 11:04:18
A8B9C3 DAL8960  N661US   B744 26025 34000 08/03/2015 11:04:19
484F71 KLM567   PH-AKA   A333 14375 22575 08/03/2015 11:05:15
C0584F ACA875   C-GHLM   A333 31525 34000 08/03/2015 11:05:18
449981 OOFLA    OO-FLA   P28A -100  1125  08/03/2015 11:05:18
406B42 MON503   G-ZBAK   A320 35975 36000 08/03/2015 11:05:19
AE0598 RCH430   59-1521  K35R 38000 23600 08/03/2015 11:05:35
4CC2A2 ICE520   TF-FIJ   B752 35000 34050 08/03/2015 11:05:51
4B187D SWR16    HB-JHD   A333 34000 34000 08/03/2015 11:05:57
398566 -------- F-HBLG   E190 30000 30000 08/03/2015 11:06:11
4B1833 -------- HB-JEH   GLEX ----- ----- 08/03/2015 11:06:20
A05EED N123AX   N123AX   P32R 0     10100 08/03/2015 11:06:28
484F7C KLM1641  PH-EZT   E190 11775 26850 08/03/2015 11:06:35
47BB87 SAS590   LN-RGK   B736 550   38975 08/03/2015 11:06:52
4841BE PHRAB    PH-RAB   DA40 800   200   08/03/2015 11:06:53
495281 TAP568   CS-TTA   A319 38000 38000 08/03/2015 11:06:59
A97C65 DAL73    N710DN   B77L 12850 26500 08/03/2015 11:07:10
44C24D OOPRM    OO-PRM   C510 24975 25    08/03/2015 11:07:18
508302 AUI3FU   UR-PSJ   B739 31000 28850 08/03/2015 11:07:47
4CA302 RYR779F  EI-DLW   B738 38000 38000 08/03/2015 11:07:53
4492E3 BEL2RK   OO-DWC   RJ1H 25    20925 08/03/2015 11:07:54
4CA8D9 RYR78FM  EI-ENN   B738 38000 26950 08/03/2015 11:08:01
395024 HOP3382  F-GUBE   E145 30000 7000  08/03/2015 11:08:36
3C66A2 DLH2U    D-AIUB   A320 28350 26050 08/03/2015 11:08:39
511098 -------- ES-AEB   E170 36000 35600 08/03/2015 11:08:44
4CAA57 RYR1504  EI-EVR   B738 38000 38000 08/03/2015 11:08:49
484575 PHBSU    PH-BSU   C208 4000  4900  08/03/2015 11:08:54
400981 BAW878   G-EUUF   A320 34850 39000 08/03/2015 11:08:57
485085 -------- PH-EXC   E190 11550 30700 08/03/2015 11:09:00
89610D UAE12    A6-ECF   B77W 28525 33000 08/03/2015 11:09:15
4063C5 -------- G-GAEA   A210 1400  1400  08/03/2015 11:09:36
896315 UAE27    A6-ENS   B77W 38000 38000 08/03/2015 11:09:50
3C6747 DLH8EK   D-AIZG   A320 32450 35950 08/03/2015 11:10:04
3C4DD8 -------- D-ACNX   CRJ9 26250 38025 08/03/2015 11:10:09
44CE07 OOSPG    OO-SPG   PA18 0     0     08/03/2015 11:10:15
45AA93 JTG427   OY-JTS   B737 36000 37000 08/03/2015 11:10:42
4CA1E6 TSO333   EI-DBU   B763 36000 30575 08/03/2015 11:11:09
484C2C PHENP    PH-ENP   C06T 2800  2400  08/03/2015 11:11:16
44CE65 BEL5GV   OO-SSE   A319 500   23225 08/03/2015 11:11:33
3D160C -------- D-EGPG   DR40 1000  1400  08/03/2015 11:11:41
40688A BAW938   G-EUYO   A320 33100 23550 08/03/2015 11:11:50
484162 KLM84F   PH-BXI   B738 15100 13625 08/03/2015 11:12:11
3C65A3 DLH462   D-AIMC   A388 28400 34000 08/03/2015 11:12:24
4CA2AD RYR579T  EI-DHZ   B738 35825 31375 08/03/2015 11:12:39
40688E BAW276   G-ZBJA   B788 34625 32775 08/03/2015 11:12:42
89402C GFA002   A9C-KD   A332 28350 41000 08/03/2015 11:12:48
3C674F DLH9HP   D-AIZO   A320 39000 36400 08/03/2015 11:14:12
8005EC AIC131   VT-ANB   B788 38000 34675 08/03/2015 11:14:15
4CA646 RYR67ZV  EI-DYD   B738 37000 37000 08/03/2015 11:14:36
48418A KLM38P   PH-BXO   B739 30000 7425  08/03/2015 11:15:02
484007 KLM565   PH-BFH   B744 14975 17300 08/03/2015 11:15:14
3C4AD4 DLH492   D-ABVT   B744 34000 33975 08/03/2015 11:15:24
4843F3 KLM706   PH-BQP   B772 32350 7250  08/03/2015 11:15:25
484163 KLM33H   PH-BXK   B738 10400 35000 08/03/2015 11:15:43
AB321C -------- N820NW   A333 17150 18800 08/03/2015 11:16:08
3946EC AFR1139  F-GRXM   A319 31225 25075 08/03/2015 11:16:25
495282 TAP544   CS-TTB   A319 34800 20450 08/03/2015 11:16:32
406A9F BAW35    G-ZBJH   B788 30125 38975 08/03/2015 11:16:44
43BE8A AFL2454  VP-BZR   A320 27900 23050 08/03/2015 11:17:23
510080 BRU851   EW-400PO E190 38000 24300 08/03/2015 11:17:52
AA9249 UAL951   N780UA   B772 175   14400 08/03/2015 11:17:53
400E51 BAW145   G-MEDM   A321 25675 32975 08/03/2015 11:17:59
4B1698 SWR38R   HB-IOM   A321 38000 37225 08/03/2015 11:18:41
451D85 LZB462   LZ-SOF   E190 13425 19950 08/03/2015 11:18:44
440348 AUA366   OE-LVO   F100 14575 16900 08/03/2015 11:18:56
484443 KLM723   PH-AOD   A332 9475  24150 08/03/2015 11:18:58
4CA2D6 -------- EI-DLJ   B738 ----- ----- 08/03/2015 11:19:07
3424D1 VLG1332  EC-JYX   A320 20800 -75   08/03/2015 11:19:11
44A9F3 JAF5JK   OO-JOS   B737 22000 100   08/03/2015 11:19:17
461F9B FIN8KB   OH-LZF   A321 28375 37000 08/03/2015 11:19:18
3C6588 DLH1W    D-AILH   A319 150   23000 08/03/2015 11:19:53
3C4DC4 GWI9338  D-ACND   CRJ9 21075 38000 08/03/2015 11:20:05
4008F1 BAW949L  G-EUPW   A319 38050 32975 08/03/2015 11:20:09
7608EA -------- AP-BGJ   B772 28225 27250 08/03/2015 11:20:39
3C6498 DLH978   D-AIDX   A321 30000 30000 08/03/2015 11:20:45
400A6B EZY39JC  G-EZED   A319 36600 36825 08/03/2015 11:20:47
4CA56B RYR59HY  EI-DWF   B738 38000 24025 08/03/2015 11:20:47
4CC2C5 -------- TF-FIU   B752 21000 20850 08/03/2015 11:21:07
45A593 OYILS    -------- ---- 350   1200  08/03/2015 11:21:26
400DA0 BAW2759  G-DBCI   A319 10775 23975 08/03/2015 11:21:35
3C66AB DLH3F    D-AIUK   A320 23000 23000 08/03/2015 11:21:45
4CA858 RYR559V  EI-EMP   B738 10550 3325  08/03/2015 11:21:54
45D968 VKG5827  OY-VKH   A333 38000 39000 08/03/2015 11:21:58
4CA644 RYR42YZ  EI-DYB   B738 37000 37000 08/03/2015 11:22:17
48418D KLM83K   PH-BXS   B739 9225  35000 08/03/2015 11:22:27
4CA765 RYR268N  EI-EFJ   B738 25575 36850 08/03/2015 11:22:49
44CCCE BEL1205  OO-SFN   A333 125   9700  08/03/2015 11:22:50
4066BA BEE1858  G-FBJE   E170 37000 20000 08/03/2015 11:22:59
484457 -------- PH-HLR   DR40 5000  5000  08/03/2015 11:23:15
76CEE4 SIA323   9V-SWD   B77W 19200 20475 08/03/2015 11:23:41
4CA701 RYR19LB  EI-EBD   B738 4950  36700 08/03/2015 11:24:08
3C6617 DLH9FM   D-AIPW   A320 32450 36000 08/03/2015 11:24:34
48AD0D -------- SP-LIN   E170 35350 36475 08/03/2015 11:24:43
AB35D3 -------- N821NW   A333 8100  11650 08/03/2015 11:24:44
50830F KKK6003  UR-AJB   A320 35975 22375 08/03/2015 11:24:44
44CAE4 OORWD    OO-RWD   R22  200   100   08/03/2015 11:24:51
4495EB OOEOK    OO-EOK   C150 2300  1000  08/03/2015 11:24:57
8960E1 UAE35    A6-EBZ   B77W 36000 36000 08/03/2015 11:25:04
4850E6 KLM437   PH-AKF   A333 16825 20075 08/03/2015 11:25:20
3C4DC8 -------- D-ACNH   CRJ9 38000 37200 08/03/2015 11:25:39
44AE01 OOKPA    OO-KPA   C172 1700  1700  08/03/2015 11:25:50
3C64EC DLH490   D-AIGL   A343 28125 33975 08/03/2015 11:26:08
44CE6E BEL6AG   OO-SSN   A319 375   12375 08/03/2015 11:26:13
48436F KLM705   PH-BQH   B772 7925  28850 08/03/2015 11:26:15
406015 EZY79BF  G-EZTK   A320 36275 39000 08/03/2015 11:26:30
44CC61 OOSCA    OO-SCA   CRUZ 700   800   08/03/2015 11:26:56
A3B1A0 UPS233   N337UP   B763 36200 18600 08/03/2015 11:26:59
39A58F -------- F-HJMP   C208 13150 11425 08/03/2015 11:27:02
44C0A7 OOPEG    OO-PEG   P28A 1700  100   08/03/2015 11:27:31
400DB0 EZY94MJ  G-EZAL   A319 32925 26975 08/03/2015 11:27:32
4CA61E RYR462T  EI-DWR   B738 11675 13850 08/03/2015 11:27:48
4CA9ED RYR99VN  EI-EVP   B738 38000 26675 08/03/2015 11:27:51
02A18E TAR788   TS-IMO   A319 12750 -75   08/03/2015 11:27:55
4B0F69 HBFVT    HB-FVT   PC12 28700 29000 08/03/2015 11:27:59
405D12 -------- G-EZDY   A319 37125 36000 08/03/2015 11:28:09
406091 BAW886   G-EUYE   A320 26575 35025 08/03/2015 11:28:41
484ACA JNL379   PH-ACE   BE30 25000 27000 08/03/2015 11:28:57
020073 RAM838J  CN-ROK   B738 18100 -75   08/03/2015 11:28:57
44D1B6 OOTMV    OO-TMV   PA44 475   6000  08/03/2015 11:29:05
896172 UAE9758  A6-EFL   B77L 8700  33000 08/03/2015 11:29:09
3C64C5 DLH444   D-AIFE   A343 28575 34000 08/03/2015 11:30:04
45AC32 SAS502   OY-KAR   A320 35850 37000 08/03/2015 11:30:04
40690A EZY74RP  G-EZWI   A320 38000 38000 08/03/2015 11:30:24
3986E8 AFR1339  F-HBXI   E170 36000 31000 08/03/2015 11:30:50
4CA979 RYR80NT  EI-ESR   B738 14525 21725 08/03/2015 11:31:39
4BA94F THY18A   TC-JJO   B77W 35000 35000 08/03/2015 11:31:42
3991E6 AFR131R  F-HEPG   A320 9775  25975 08/03/2015 11:32:21
800389 JAI119   VT-JEK   B77W 28700 33000 08/03/2015 11:32:23
3C6565 DLH435   D-AIKE   A333 37000 37000 08/03/2015 11:32:39
45AA94 JTG507   OY-JTT   B737 36000 36975 08/03/2015 11:33:09
4CA280 EIN65W   EI-DEJ   A320 37975 38000 08/03/2015 11:33:34
4CA9EB RYR748   EI-EVN   B738 37000 37000 08/03/2015 11:33:45
44A3CA -------- OO-H14   ULM  975   975   08/03/2015 11:33:50
4CC3C9 SVA922   TF-AMI   B744 175   15925 08/03/2015 11:34:01
392AF2 AFR1435  F-GKXS   A320 36000 24400 08/03/2015 11:34:07
3C658B DLH904   D-AILK   A319 35675 34100 08/03/2015 11:34:45
3C4B21 DLH430   D-ABYA   B748 31975 32000 08/03/2015 11:34:48
484F16 KLM53W   PH-BGW   B737 10500 22500 08/03/2015 11:35:23
484CB6 -------- PH-BGO   B737 ----- ----- 08/03/2015 11:35:25
400F00 EZY47JL  G-EZBF   A319 29800 37025 08/03/2015 11:35:43
3950C2 -------- F-GUGC   A318 29225 24100 08/03/2015 11:35:47
3C5EE4 -------- D-AGWD   A319 31200 31725 08/03/2015 11:36:31
44D1B5 OOTMU    OO-TMU   P28A 1100  200   08/03/2015 11:36:32
4A0833 -------- YR-BAS   B734 32975 32975 08/03/2015 11:36:32
406905 -------- G-POWI   A320 31950 31950 08/03/2015 11:36:34
44D9B9 OOVMY    OO-VMY   P28A 3000  800   08/03/2015 11:36:42
495289 -------- CS-TTI   A319 32000 32000 08/03/2015 11:36:54
4068B6 -------- G-ZBAD   A321 37975 38000 08/03/2015 11:36:54
4CA719 AZA59E   EI-DSW   A320 150   11050 08/03/2015 11:37:39
4CA61F -------- EI-DWS   B738 36000 36000 08/03/2015 11:37:41
40612F EZY62UH  G-EZFM   A319 38000 38025 08/03/2015 11:37:48
484F07 -------- PH-BGP   B737 19375 12425 08/03/2015 11:37:53
484395 TRA39N   PH-XRE   B737 28450 5075  08/03/2015 11:38:01
45AC35 SAS566   OY-KAU   A320 34200 37000 08/03/2015 11:38:13
4005BF BAW73    G-VIIG   B772 28425 35000 08/03/2015 11:38:23
3986E2 -------- F-HBXC   E170 36000 26750 08/03/2015 11:38:35
780BB9 -------- B-2098   B77L 18650 18650 08/03/2015 11:38:36
3944E7 AFR1411  F-GRHH   A319 37975 24875 08/03/2015 11:39:05
400C4C EZY59CD  G-EZIJ   A319 38000 28550 08/03/2015 11:39:09
3C6613 DLH4A    D-AIPS   A320 10300 27675 08/03/2015 11:39:27
800721 JAI227   VT-JWU   A333 550   27400 08/03/2015 11:39:51
40054F BAW676   G-BNWX   B763 28550 35025 08/03/2015 11:40:05
48AD02 -------- SP-LIC   E170 13100 19150 08/03/2015 11:40:10
4CA2DB RYR57CA  EI-DLO   B738 38000 24050 08/03/2015 11:40:29
4CA5BE -------- EI-RJD   RJ85 28975 27825 08/03/2015 11:41:25
405EF5 BEE5JY   G-ECOM   DH8D 17500 11725 08/03/2015 11:41:25
4009DD TOM696   G-OOBC   B752 33000 35900 08/03/2015 11:41:46
A1A2B6 AWE751   N204UW   B752 25    23250 08/03/2015 11:42:00
484F7D KLM1583  PH-EZU   E190 12825 28475 08/03/2015 11:42:16
4007EE BAW139   G-YMMC   B772 34800 35000 08/03/2015 11:42:22
405E66 BEL45M   G-ECOI   DH8D 23000 125   08/03/2015 11:42:23
40643A EZY27DR  G-EZTZ   A320 8375  20000 08/03/2015 11:42:34
4006C8 BAW903U  G-BZHC   B763 38025 38025 08/03/2015 11:42:45
405F0D EZY5382  G-EZFE   A319 36025 36000 08/03/2015 11:42:55
4CA64C RYR956   EI-DYJ   B738 32000 31725 08/03/2015 11:43:06
44C8B3 OORES    OO-RES   AC11 300   0     08/03/2015 11:43:31
06A0B5 QTR027   A7-BCQ   B788 40000 40000 08/03/2015 11:43:35
440060 AUA71    OE-LAE   B763 32000 32000 08/03/2015 11:43:37
4C01E4 ASL361   YU-APE   A319 9625  30325 08/03/2015 11:44:03
473410 WZZ1FG   HA-LPQ   A320 36000 23100 08/03/2015 11:44:16
342590 VLG8962  EC-KFI   A320 575   10500 08/03/2015 11:44:27
400C44 EZY72WY  G-EZIB   A319 31475 33000 08/03/2015 11:44:38
4CA566 RYR1909  EI-DWA   B738 38000 38000 08/03/2015 11:44:54
4D00C6 -------- LX-LGE   DH8D 10975 11000 08/03/2015 11:44:58
400AFC BAW813   G-EUXD   A321 36000 34350 08/03/2015 11:45:26
3C48C5 BER427A  D-ABFE   A320 38975 37000 08/03/2015 11:45:45
400937 -------- G-EUOB   A319 36000 36000 08/03/2015 11:45:53
