SBS-1 Log from KAMPENHOUT for 08/03/2015. Times are LOCAL.
Author skystef
Created by Active Display Lite v1.64.0.30

Code   CallSign Reg      ICAO FAlt  LAlt  Date/Time (dd/mm/yyyy)
896117 UAE162   A6-ECP   B77W 35000 35000 08/03/2015 14:50:42
869232 -------- JA788A   B77W ----- ----- 08/03/2015 14:50:42
4C01E2 ASL381   YU-APC   A319 26700 39025 08/03/2015 14:51:03
A0E86D N158FJ   N158FJ   PA18 1300  300   08/03/2015 14:51:14
3C0A4D SXD3912  D-ASXK   B738 38000 23600 08/03/2015 14:51:37
44E22A TEST1234 OO-XQJ   ---- ----- ----- 08/03/2015 14:51:47
76CEEF SIA305   9V-SWO   B77W 26725 31000 08/03/2015 14:52:21
4BAA68 THY2GA   TC-JSH   A321 34000 34025 08/03/2015 14:53:25
448D63 -------- OO-CKC   C182 3300  2900  08/03/2015 14:54:01
44CC62 OOSCB    OO-SCB   ULAC 600   1400  08/03/2015 14:54:03
4841A5 TRA8T    PH-HZN   B738 31150 8050  08/03/2015 14:54:32
400934 BAW766   G-EUPX   A319 34050 37000 08/03/2015 14:55:01
40622D EZY74VE  G-EZTV   A320 17375 12075 08/03/2015 14:55:38
484130 KLM18C   PH-BXA   B738 33450 8350  08/03/2015 14:56:02
406016 EZY52GM  G-EZTM   A320 16125 14050 08/03/2015 14:56:14
400AFC BAW14R   G-EUXD   A321 30425 33000 08/03/2015 14:56:14
491251 -------- CS-DRQ   H25B 29625 31000 08/03/2015 14:56:17
4CA2D6 RYR928B  EI-DLJ   B738 39025 39025 08/03/2015 14:56:23
448E84 OOCTD    OO-CTD   DR40 400   1200  08/03/2015 14:56:26
4B18F4 -------- HB-JLS   A320 37000 37025 08/03/2015 14:56:53
4B0080 SRK30E   HB-AFL   AT72 24000 7850  08/03/2015 14:57:03
8960E7 UAE18    A6-EDF   A388 39000 38975 08/03/2015 14:57:09
4008E5 -------- G-MIDT   A320 16725 14700 08/03/2015 14:57:14
484134 TRA6583  PH-HZD   B738 10850 23050 08/03/2015 14:57:22
44981E OOF98    -------- ---- 1175  1125  08/03/2015 14:57:24
484F7D KLM1584  PH-EZU   E190 39100 8125  08/03/2015 14:57:36
44D24A -------- OO-TRJ   C172 2300  2300  08/03/2015 14:57:46
4CA644 RYR65NW  EI-DYB   B738 36000 38000 08/03/2015 14:57:58
400937 BAW940   G-EUOB   A319 32975 15875 08/03/2015 14:58:07
484368 -------- PH-BQA   B772 16375 18525 08/03/2015 14:58:16
44CC27 OOSAG    OO-SAG   P28A 0     1100  08/03/2015 14:58:29
484C53 KLM1687  PH-EZO   E190 9125  9725  08/03/2015 14:58:31
44D86C OOVCL    OO-VCL   C152 475   0     08/03/2015 14:58:38
76CD72 SIA308   9V-SKR   A388 40000 36550 08/03/2015 14:58:39
06A0B1 QTR194   A7-BCM   B788 50    24650 08/03/2015 14:58:45
4CA9EB RYR93TB  EI-EVN   B738 38000 38000 08/03/2015 14:59:08
3C4AD9 DLH470   D-ABVY   B744 34000 33975 08/03/2015 14:59:10
4B17A3 SWR47F   HB-IYT   RJ1H 28650 31000 08/03/2015 14:59:44
4BAAC7 THY8JB   TC-JVG   B738 38000 38000 08/03/2015 14:59:53
400A6B EZY39CN  G-EZED   A319 8975  28000 08/03/2015 15:00:05
484C59 TRA608   PH-HSB   B738 33900 7400  08/03/2015 15:00:11
4486F4 OOAWT    OO-AWT   C172 100   25    08/03/2015 15:00:30
4845AC KLM417   PH-AOL   A332 10750 21400 08/03/2015 15:00:49
39A58F -------- F-HJMP   C208 12600 12325 08/03/2015 15:01:14
49516F RZO561   CS-TKO   A320 35000 35025 08/03/2015 15:01:16
44D8D2 -------- OO-VFR   P28A 2900  2700  08/03/2015 15:01:43
44A839 JAF42M   OO-JAY   B738 17625 -25   08/03/2015 15:01:47
400DB3 EZY69FJ  G-EZAP   A319 31375 37000 08/03/2015 15:01:47
44DC32 OOWAR    OO-WAR   P28A 1100  100   08/03/2015 15:01:55
4492EC BEL2AW   OO-DWL   RJ1H 100   19400 08/03/2015 15:02:15
3C6626 GWI3H    D-AIQF   A320 23150 31075 08/03/2015 15:02:32
44CE76 BEL7AD   OO-SSV   A319 175   11975 08/03/2015 15:02:39
4CA2C9 -------- EI-DEP   A320 36025 36000 08/03/2015 15:03:03
44CE74 -------- OO-SST   AC11 1000  34025 08/03/2015 15:03:17
400938 -------- G-EUOC   A319 ----- ----- 08/03/2015 15:03:18
4CA76F EIN60M   EI-EDP   A320 10650 30475 08/03/2015 15:03:31
4008B3 BAW927   G-EUPS   A319 37975 32300 08/03/2015 15:03:41
449981 OOFLA    OO-FLA   P28A 1075  -25   08/03/2015 15:03:59
3991E2 AFR1263  F-HEPC   A320 32975 25800 08/03/2015 15:04:06
4B846A SVA934   TC-ACJ   B744 12525 24700 08/03/2015 15:04:08
020112 RAM222   CN-RGQ   E190 34000 34000 08/03/2015 15:04:21
400B44 EXS7AD   G-CELI   B733 33025 33000 08/03/2015 15:04:34
3C5431 -------- D-AEAQ   A306 36000 36000 08/03/2015 15:04:36
449A05 FYG93R   OO-FPE   C25B 300   33000 08/03/2015 15:04:54
4CA64A RYR224E  EI-DYH   B738 11650 2550  08/03/2015 15:04:56
44AE01 OOKPA    OO-KPA   C172 1000  1300  08/03/2015 15:05:21
4005BA BAW263   G-VIIB   B772 26550 35000 08/03/2015 15:05:38
44B2D4 OOLVT    OO-LVT   M20P 1700  1800  08/03/2015 15:05:39
44D1AB OOTMK    OO-TMK   P28A 3600  600   08/03/2015 15:05:56
406AE0 TCX2548  G-TCDG   A321 35000 35000 08/03/2015 15:05:56
4CA555 BCY85M   EI-RJI   RJ85 17425 14825 08/03/2015 15:06:10
4005A5 BAW107   G-CIVF   B744 27200 35000 08/03/2015 15:06:12
405F0E EZY92TJ  G-EZFF   A319 29325 38975 08/03/2015 15:06:13
44CCD5 BEL367   OO-SFU   A332 175   23125 08/03/2015 15:06:13
4BAAC1 THY9ZL   TC-JVA   B738 38000 37975 08/03/2015 15:07:07
40624F BAW969   G-EUYH   A320 36000 30675 08/03/2015 15:07:22
4843D9 TRA7K    PH-XRV   B737 9000  19800 08/03/2015 15:07:25
4D021E SVW34LY  LX-FLY   GLEX 32475 35000 08/03/2015 15:07:32
4CA646 RYR54JT  EI-DYD   B738 39000 39000 08/03/2015 15:08:00
4BAA01 THY3JY   TC-JPA   A320 15300 19775 08/03/2015 15:08:07
3944C5 AFR1793  F-GRGF   E145 9150  32900 08/03/2015 15:08:29
4492E9 BEL2SL   OO-DWI   RJ1H 225   27300 08/03/2015 15:08:34
3C4971 BER3719  D-ABKQ   B738 38000 37250 08/03/2015 15:08:40
601847 TUA429   EZ-A012  B752 36000 35975 08/03/2015 15:09:00
AE057E RCH630   87-0033  C5   37000 28800 08/03/2015 15:09:18
01002E MSR726   SU-GBV   A321 125   24600 08/03/2015 15:09:25
06A01C QAF7     A7-HJJ   A332 38000 38000 08/03/2015 15:09:26
A2E25E UPS203   N285UP   MD11 34950 21500 08/03/2015 15:09:33
406B5A BAW54ZG  G-GATK   A320 29250 34975 08/03/2015 15:09:42
406668 EZY8403  G-EZUN   A320 29125 37000 08/03/2015 15:09:59
4495EB OOEOK    OO-EOK   C150 900   800   08/03/2015 15:09:59
44CCD6 BEL251   OO-SFV   A333 50    21275 08/03/2015 15:10:03
47875F NAX5409  LN-NOZ   B738 38000 39000 08/03/2015 15:10:55
471F7D WZZ113   HA-LYB   A320 6725  35425 08/03/2015 15:11:16
44A9A3 OOJMC    OO-JMC   P28A 100   1100  08/03/2015 15:11:16
484F59 -------- PH-SPO   P28A 2600  2100  08/03/2015 15:11:17
44D2C2 OOTVB    OO-TVB   C150 1100  1300  08/03/2015 15:11:18
406459 TCX2614  G-TCBB   B752 35000 35000 08/03/2015 15:11:21
4492E3 BEL48K   OO-DWC   RJ1H 10725 250   08/03/2015 15:11:22
484C51 KLM82M   PH-EZM   E190 37125 9075  08/03/2015 15:11:38
406769 BEE7KW   G-FBJG   E170 33000 22650 08/03/2015 15:11:39
406A35 BAW6     G-STBJ   B77W 38000 34875 08/03/2015 15:11:41
44A8A2 -------- OO-JEB   E190 ----- ----- 08/03/2015 15:11:53
3D154D DEGHX    D-EGHX   SR22 600   11000 08/03/2015 15:12:02
AD8826 N971JB   N971JB   M20P 10000 7500  08/03/2015 15:12:17
484555 KLM29L   PH-BXW   B738 11425 30625 08/03/2015 15:12:28
44D068 TCW526B  OO-TCH   A320 450   19500 08/03/2015 15:12:42
4BBC4E OHY372   TC-OBN   A320 10750 26250 08/03/2015 15:12:43
4066CE TOM476   G-TAWG   B738 25725 35000 08/03/2015 15:12:44
44D1B2 -------- OO-TMR   P28A 1600  3500  08/03/2015 15:12:45
44DD81 OOWLA    OO-WLA   H269 800   300   08/03/2015 15:12:52
4492E7 BEL45D   OO-DWG   RJ1H 3275  -25   08/03/2015 15:13:09
3C675A DLH955   D-AIZZ   A320 32975 26225 08/03/2015 15:13:16
4CA997 TSO556   EI-UNK   B738 36700 38000 08/03/2015 15:13:18
AA68EE -------- N77ZA    PC12 24000 6100  08/03/2015 15:13:37
4B8690 TCATP    TC-ATP   C680 43000 40425 08/03/2015 15:13:38
400FDF EZY98DR  G-EZBN   A319 31600 39000 08/03/2015 15:13:47
3C6590 DLH7Y    D-AILP   A319 425   23000 08/03/2015 15:14:08
020018 -------- CN-RNK   B738 31975 31975 08/03/2015 15:14:27
4D00C9 LGL4603  LX-LGF   DH8D 24000 24000 08/03/2015 15:14:27
3C674B DLH5U    D-AIZK   A320 26850 27825 08/03/2015 15:14:33
4CA358 NAX8EK   EI-FHH   B738 36075 37000 08/03/2015 15:14:34
406A91 EZY45MK  G-EZWP   A320 37975 38000 08/03/2015 15:14:40
4951B7 -------- CS-TMW   A320 36000 36000 08/03/2015 15:14:49
44A0C5 -------- OO-HFE   C152 700   500   08/03/2015 15:14:57
3C6582 DLH47V   D-AILB   A319 27975 28000 08/03/2015 15:15:21
3C0C9B TUI45T   D-ATUC   B738 32000 24300 08/03/2015 15:15:29
449FF2 -------- OO-G54   SIRA ----- ----- 08/03/2015 15:15:30
AE1460 RCH647   06-6162  C17  26500 28000 08/03/2015 15:15:37
3C0C9E TUI1A    D-ATUF   B738 34000 35000 08/03/2015 15:15:41
484B31 KLM50L   PH-EZD   E190 35375 27825 08/03/2015 15:15:56
484CB8 KLM1655  PH-BGR   B737 10750 35225 08/03/2015 15:16:06
4013B1 MON6948  G-OZBU   A321 21000 33025 08/03/2015 15:16:18
448603 -------- OO-APC   C150 1100  1100  08/03/2015 15:16:24
44DA05 OOVPE    OO-VPE   DR40 1000  500   08/03/2015 15:17:17
A9F67D CKS244   N741CK   B744 15975 175   08/03/2015 15:17:28
4492EB BEL74T   OO-DWK   RJ1H 2775  -25   08/03/2015 15:17:52
3CFDEC AHO566G  D-CXLS   C56X 35950 37000 08/03/2015 15:17:54
4CA7B5 RYR72HZ  EI-EFZ   B738 37000 37000 08/03/2015 15:17:57
44A826 JAF36A   OO-JAF   B738 18225 25    08/03/2015 15:18:17
4CA647 RYR12K   EI-DYE   B738 9750  12025 08/03/2015 15:18:23
3C5EF1 GWI464   D-AGWQ   A319 29250 32000 08/03/2015 15:18:33
4CA9D1 RYR26LZ  EI-EVI   B738 38000 25275 08/03/2015 15:18:45
4B85B0 PGT50GL  TC-AMP   B738 24375 35000 08/03/2015 15:18:58
4B17A8 SWR729   HB-IYY   RJ1H 8400  28525 08/03/2015 15:19:00
4CA246 RYR99WJ  EI-DCP   B738 24725 37000 08/03/2015 15:19:12
40690A EZY96KP  G-EZWI   A320 39000 39000 08/03/2015 15:19:41
406440 EZY49LP  G-EZUF   A320 27025 37000 08/03/2015 15:20:19
760924 PIA791   AP-BID   B77W 38000 37850 08/03/2015 15:20:46
3C6605 DLH2EL   D-AIPE   A320 26300 37000 08/03/2015 15:21:12
AE0808 RCH620   99-0062  C17  35000 25600 08/03/2015 15:21:13
406604 BEE7XL   G-FBJC   E170 35000 35000 08/03/2015 15:21:40
4B1785 SWR78W   HB-IXP   RJ1H 150   16325 08/03/2015 15:21:42
3949F8 AFR117   F-GSPY   B772 38000 31000 08/03/2015 15:21:47
0C8007 SLM993   PZ-TCP   A343 8850  25400 08/03/2015 15:21:49
461F38 FIN839H  OH-LVK   A319 38000 30225 08/03/2015 15:21:52
8005EC AIC130   VT-ANB   B788 32675 37000 08/03/2015 15:22:00
4CA858 RYR648Z  EI-EMP   B738 5000  2500  08/03/2015 15:22:09
484133 KLM53M   PH-BXD   B738 10575 35000 08/03/2015 15:22:15
48418D KLM90K   PH-BXS   B739 30725 8550  08/03/2015 15:22:15
3C4DCC GWI78R   D-ACNL   CRJ9 24025 36100 08/03/2015 15:22:21
4488DA OOBFZ    OO-BFZ   P28A 1100  100   08/03/2015 15:22:30
4CA82F -------- EI-DTO   A320 36000 36000 08/03/2015 15:22:51
3C6584 DLH910   D-AILD   A319 37000 32300 08/03/2015 15:22:53
3C6602 DLH1MN   D-AIPB   A320 35975 34600 08/03/2015 15:23:00
508278 AU1PG    UR-PSE   B738 32050 32600 08/03/2015 15:23:04
8960D3 UAE40    A6-EBL   B77W 33000 33000 08/03/2015 15:23:15
484EF6 -------- PH-OBO   RV7  3775  1625  08/03/2015 15:23:35
44CE65 BEL8FC   OO-SSE   A319 200   24975 08/03/2015 15:23:51
400EFE EZY36BH  G-EZBD   A319 30725 23450 08/03/2015 15:24:02
44D9B9 -------- OO-VMY   P28A 1800  1900  08/03/2015 15:24:15
44D86D OOVCM    OO-VCM   C152 0     0     08/03/2015 15:24:19
4CA6A9 RYR7962  EI-DYV   B738 38025 27500 08/03/2015 15:24:31
484C25 KLM1591  PH-EZI   E190 13925 38075 08/03/2015 15:25:10
4CA9C1 RYR646C  EI-EVA   B738 19050 0     08/03/2015 15:25:10
3D2237 DELFB    D-ELFB   C172 975   0     08/03/2015 15:25:38
445566 -------- -------- ---- ----- ----- 08/03/2015 15:25:54
484CFE PHTCS    PH-TCS   P32R 8000  0     08/03/2015 15:25:58
392AEC AFR471C  F-GKXM   A320 23975 7700  08/03/2015 15:26:15
4CA2C2 -------- EI-DLE   B738 32000 25000 08/03/2015 15:26:34
896188 UAE2     A6-EEI   A388 27125 39000 08/03/2015 15:26:35
4845A8 PHTHS    PH-THS   C172 2000  2100  08/03/2015 15:26:44
4BAAC6 THY9XT   TC-JVF   B738 75    27975 08/03/2015 15:26:52
392AF2 AFR1584  F-GKXS   A320 24000 8200  08/03/2015 15:26:58
4496C8 -------- OO-LVH   C172 3325  725   08/03/2015 15:27:37
780201 CPA257   B-KPA    B77W 38000 29775 08/03/2015 15:27:56
7608EB PIA787   AP-BGK   B772 38000 32700 08/03/2015 15:28:01
4CA373 RYR75GJ  EI-FID   B738 37000 22850 08/03/2015 15:28:03
484410 KLM409   PH-AOB   A332 16350 20950 08/03/2015 15:28:28
3C4AA3 CFG159   D-ABUC   B763 35000 30800 08/03/2015 15:28:36
3C48CF BER797Q  D-ABFO   A320 34000 34150 08/03/2015 15:28:37
01010A MSR758   SU-GDB   B738 11100 20400 08/03/2015 15:29:03
4CA891 RYR5851  EI-ENE   B738 4400  31175 08/03/2015 15:29:03
44CE07 OOSPG    OO-SPG   PA18 500   0     08/03/2015 15:29:19
4840D6 KLM1029  PH-KZD   F70  8450  24000 08/03/2015 15:29:34
3C6665 -------- D-AISE   A321 33750 32800 08/03/2015 15:29:34
400982 BAW883   G-EUUG   A320 38000 32400 08/03/2015 15:29:43
406890 BAW277   G-ZBJC   B788 28650 37000 08/03/2015 15:30:11
471F4F WZZ1     HA-LWH   A320 26100 35000 08/03/2015 15:30:13
4CA6A6 RYR549D  EI-DYR   B738 23325 34750 08/03/2015 15:30:48
4009C5 -------- G-EUUH   A320 ----- ----- 08/03/2015 15:30:59
3C7064 GEC8161  D-ALCD   MD11 37000 29225 08/03/2015 15:31:24
44D1A9 OOTMI    OO-TMI   P28A 1800  100   08/03/2015 15:31:30
440785 SPG183   OE-GDP   E55P 16125 100   08/03/2015 15:31:34
3950CD AFR171M  F-GUGN   A318 37975 29975 08/03/2015 15:31:39
3D07AC DEBDS    D-EBDS   DA40 1175  25    08/03/2015 15:32:08
400935 BAW64G   G-EUPZ   A319 27250 35025 08/03/2015 15:32:13
300125 ICAFD    I-CAFD   FA50 21025 39025 08/03/2015 15:32:21
4CA357 NAX2514  EI-FHG   B738 32675 39000 08/03/2015 15:32:25
406B0A BAW38    G-STBK   B77W 36000 31275 08/03/2015 15:32:28
3950C4 AFR1907  F-GUGE   A318 22000 22000 08/03/2015 15:32:35
406B8E EZY8402  G-EZWV   A320 36025 28750 08/03/2015 15:32:58
424757 VPCTS    VP-CTS   GLF6 47000 25125 08/03/2015 15:33:41
3C49C8 -------- D-ABNH   A320 34000 34000 08/03/2015 15:33:56
3CEF93 BID8A    D-CSAL   SW4  22025 22050 08/03/2015 15:34:07
484170 KLM1726  PH-KZL   F70  475   8350  08/03/2015 15:34:07
4B19E8 -------- HB-JVC   F100 35000 35000 08/03/2015 15:34:21
491184 NJE761B  CS-DLD   F2TH 40000 30400 08/03/2015 15:34:27
4006C8 BAW780F  G-BZHC   B763 36000 36025 08/03/2015 15:34:34
4490C7 OODFG    OO-DFG   F2TH 9700  125   08/03/2015 15:35:35
86831E JAL43    JA742J   B77W 35975 30050 08/03/2015 15:35:47
8691CC ANA277   JA785A   B77W 34000 31475 08/03/2015 15:35:47
502C2B BTI9AH   YL-BBD   B735 35975 37000 08/03/2015 15:35:49
44A82F JAF7161  OO-JAO   B737 50    25200 08/03/2015 15:36:27
400D5B BAW78HM  G-DBCH   A319 17275 14500 08/03/2015 15:36:52
45AC39 SAS584   OY-KAY   A320 36025 37000 08/03/2015 15:36:54
3C6671 -------- D-AISQ   A321 ----- ----- 08/03/2015 15:37:17
02006F RAM850W  CN-ROH   B738 29100 6975  08/03/2015 15:37:17
4CA566 RYR62UX  EI-DWA   B738 37000 37000 08/03/2015 15:37:21
4B1699 SWR30K   HB-ION   A321 28125 35000 08/03/2015 15:37:42
44CE64 BEL5UD   OO-SSD   A319 200   32000 08/03/2015 15:37:56
78048E CCA937   B-6131   A332 38000 35450 08/03/2015 15:38:02
40100A BEE110   G-JECR   DH8D 8675  23975 08/03/2015 15:38:09
44D877 OOVCW    OO-VCW   C172 100   1100  08/03/2015 15:38:10
449BF7 OOF59    OO-F59   STCH 1750  1225  08/03/2015 15:38:21
3C6DD1 GWI2461  D-AKNQ   A319 31575 35950 08/03/2015 15:38:40
4009C6 BAW679   G-EUUI   A320 33700 33550 08/03/2015 15:39:05
44C0A7 OOPEG    OO-PEG   P28A 400   1800  08/03/2015 15:39:19
47835E SAS532   LN-RCW   B736 37000 37000 08/03/2015 15:39:22
4CA245 RYR57WF  EI-DCO   B738 40000 32400 08/03/2015 15:39:22
3C48F3 BER662E  D-ABGS   A319 32000 25075 08/03/2015 15:39:28
344286 VLG8993  EC-LQL   A320 225   11375 08/03/2015 15:39:30
44A838 JAF1AX   OO-JAX   B738 15000 6050  08/03/2015 15:39:36
471EA6 WZZ3YV   HA-LPU   A320 31850 37000 08/03/2015 15:40:12
4403CE VJS520U  OE-INS   CL60 27000 27000 08/03/2015 15:40:39
4CA571 RYR335A  EI-DWL   B738 12100 3450  08/03/2015 15:40:41
3415CF IBE31YY  EC-IEG   A320 250   12225 08/03/2015 15:40:50
06A192 QTR8411  A7-AFZ   A332 9800  50    08/03/2015 15:40:52
44CE63 BEL9GV   OO-SSC   A319 425   20400 08/03/2015 15:41:21
484B32 KLM1415  PH-EZE   E190 13600 37000 08/03/2015 15:41:22
396663 FPO282M  F-GZTD   B737 40000 27650 08/03/2015 15:41:22
4843D4 -------- PH-AMI   SR20 6000  4500  08/03/2015 15:41:28
342114 VLG2169  EC-IZD   A320 34025 34000 08/03/2015 15:41:39
40097F BAW866   G-EUUD   A320 28275 35000 08/03/2015 15:41:49
405E66 BEL31Y   G-ECOI   DH8D 23000 0     08/03/2015 15:41:55
47340C WZZ529   HA-LPL   A320 30275 35025 08/03/2015 15:42:31
06A02C QTR024   A7-ACE   A332 39000 39000 08/03/2015 15:42:34
AE1273 AXIS45   73-1594  C130 22100 22000 08/03/2015 15:42:48
A501F5 N4212A   N4212A   P32R 1000  1100  08/03/2015 15:43:04
44A9F3 -------- OO-JOS   B737 ----- ----- 08/03/2015 15:43:29
502C50 BTI9FJ   YL-BBI   B733 16825 29325 08/03/2015 15:43:36
44D1B6 OOTMV    OO-TMV   PA44 525   6000  08/03/2015 15:43:48
49D055 CSA701   OK-MEK   A319 38000 38000 08/03/2015 15:43:57
44F4A3 BAF600   CE-03    E145 325   17900 08/03/2015 15:44:02
405638 EZY75EJ  G-EZDJ   A319 37025 37025 08/03/2015 15:44:06
406910 EZY51CN  G-EZWO   A320 36000 36000 08/03/2015 15:44:14
3E6954 DKFBW    D-KFBW   GLID 1175  1350  08/03/2015 15:44:29
3C4DCA GWI67G   D-ACNJ   CRJ9 26500 34025 08/03/2015 15:44:37
71BD97 AAR501   HL7597   B772 38000 30125 08/03/2015 15:44:45
344409 VLG8921  EC-LVS   A320 375   13200 08/03/2015 15:44:46
400E5C EZY27HX  G-EZAZ   A319 38050 38025 08/03/2015 15:44:51
51102E -------- ES-PVP   LJ60 40500 41000 08/03/2015 15:44:55
AD166D AWE799   N942UW   B752 10575 11625 08/03/2015 15:45:01
484C2C PHENP    PH-ENP   C06T 2900  2700  08/03/2015 15:45:50
4067F5 TOM053   G-TUIA   B788 40000 32675 08/03/2015 15:46:03
484575 PHBSU    PH-BSU   C208 4800  4500  08/03/2015 15:46:29
45AC54 SAS568   OY-KBT   A319 36100 39000 08/03/2015 15:46:33
400A0E BAW954M  G-EUUO   A320 24950 33050 08/03/2015 15:46:46
44CE70 BEL14Z   OO-SSP   A319 21975 -50   08/03/2015 15:46:48
48418C KLM49C   PH-BXR   B739 10775 27800 08/03/2015 15:47:01
4AC946 SAS505   SE-RJF   A320 37975 31525 08/03/2015 15:47:09
AC30BE -------- N885DL   M20T ----- ----- 08/03/2015 15:47:14
40666D EZY21LD  G-EZUT   A320 25325 14325 08/03/2015 15:47:38
34429A VLG6206  EC-LRZ   A319 38000 28425 08/03/2015 15:47:46
3C6DC6 GWI8527  D-AKNF   A319 36000 37000 08/03/2015 15:48:03
48414F TRA232   PH-HZK   B738 33875 8175  08/03/2015 15:48:39
400FE2 EZY62VL  G-EZBR   A319 39025 39000 08/03/2015 15:48:41
3C496B BER755J  D-ABKK   B738 31000 30550 08/03/2015 15:49:02
40615B -------- G-EUYF   A320 33375 33225 08/03/2015 15:49:07
48414D TRA5753  PH-HZI   B738 14625 37000 08/03/2015 15:49:15
49D2FB -------- OK-TSA   B738 35975 37000 08/03/2015 15:49:19
451E8B LZB407   LZ-FBA   A319 14475 50    08/03/2015 15:49:20
405BFE BAW119   G-YMMU   B772 23175 33000 08/03/2015 15:49:32
A25D05 UPS6205  N251UP   MD11 34975 14650 08/03/2015 15:49:38
01015C MSR778   SU-GDT   A333 26925 39000 08/03/2015 15:50:56
461F6D FIN6PX   OH-LXL   A320 30250 37000 08/03/2015 15:51:24
3C544B DLH8PF   D-AEBK   E190 12950 30750 08/03/2015 15:51:44
484FFF -------- PH-AKE   A333 8500  8900  08/03/2015 15:51:47
405858 BEL49T   G-KKEV   DH8D 24000 25    08/03/2015 15:51:56
3C6650 -------- D-AIRP   A321 32000 31975 08/03/2015 15:51:59
4B1846 HBJFA    HB-JFA   CL60 30475 37000 08/03/2015 15:52:01
44CC61 -------- OO-SCA   CRUZ 800   3100  08/03/2015 15:52:26
4CA84D RYR2983  EI-EME   B738 125   21800 08/03/2015 15:52:34
896328 ETD20    A6-ETK   B77W 27225 35000 08/03/2015 15:53:14
45AC2F SAS504   OY-KAO   A320 34525 37000 08/03/2015 15:53:25
3944E7 AFR1510  F-GRHH   A319 35275 37000 08/03/2015 15:53:29
4CA27B RYR53DQ  EI-DHR   B738 38000 25000 08/03/2015 15:53:34
39A58F -------- F-HJMP   C208 13350 13025 08/03/2015 15:53:40
3C49AB BER348J  D-ABMK   B738 36000 37000 08/03/2015 15:53:47
471EA8 WZZ6TM   HA-LPW   A320 33900 37000 08/03/2015 15:53:54
4242A8 AFL2458  VP-BID   A320 28725 25650 08/03/2015 15:54:15
3C5CAC GMI3758  D-AGEL   B737 38000 38575 08/03/2015 15:54:20
48415F KLM1961  PH-BXF   B738 11275 32250 08/03/2015 15:54:36
3C6516 DLH459   D-AIHV   A346 35000 35000 08/03/2015 15:54:43
78072A -------- B-2437   B744 ----- ----- 08/03/2015 15:54:50
400AFA EZY68HM  G-EZSM   A319 27425 39000 08/03/2015 15:55:16
44CC27 OOSAG    OO-SAG   P28A 900   37000 08/03/2015 15:55:16
3CD6E9 -------- D-CIRP   D328 27000 27000 08/03/2015 15:55:41
3D09EB DEBZV    D-EBZV   SR20 6900  9000  08/03/2015 15:55:46
47340F WZZ18DB  HA-LPO   A320 31550 36975 08/03/2015 15:56:03
44CE71 BEL5WS   OO-SSQ   A319 300   32300 08/03/2015 15:56:05
406442 EZY1872  G-EZGE   A319 38025 37150 08/03/2015 15:56:45
020111 RAM816C  CN-RGP   E190 36000 36000 08/03/2015 15:56:59
3C4DD8 GWI38U   D-ACNX   CRJ9 24800 37000 08/03/2015 15:57:23
3D2406 DELWW    D-ELWW   P28A 2300  200   08/03/2015 15:57:39
4CA7FF RYR93XC  EI-EKB   B738 7850  28225 08/03/2015 15:57:40
70204A BBC005   S2-AHM   B773 36000 33475 08/03/2015 15:58:00
44A6E1 -------- OO-IWA   PA38 2800  2800  08/03/2015 15:58:07
471F61 WZZ865   HA-LWZ   A320 31900 37000 08/03/2015 15:58:12
896210 UAE16    A6-EGO   B77W 31000 31000 08/03/2015 15:58:22
44C8B3 OORES    OO-RES   AC11 1300  800   08/03/2015 15:58:29
3C4587 BOX413   D-AALG   B77L 32975 25125 08/03/2015 15:58:39
484B2A TRA5991  PH-HSA   B738 7900  20150 08/03/2015 15:58:47
48455A KLM1285  PH-BGC   B738 17625 24400 08/03/2015 15:58:52
43E80C -------- M-IGHT   LJ60 29825 28250 08/03/2015 15:58:55
40134E BEE7DR   G-JECZ   DH8D 8775  24000 08/03/2015 15:58:57
448D63 -------- OO-CKC   C182 10000 10000 08/03/2015 15:58:57
400C4E -------- G-EZIL   A319 36000 36350 08/03/2015 15:59:12
484AE4 PHYMC    PH-YMC   SR20 3300  2300  08/03/2015 15:59:15
4841A4 KLM1426  PH-KZN   F70  21850 14875 08/03/2015 15:59:54
4CA2C0 RYR720K  EI-DLC   B738 35000 35000 08/03/2015 16:00:21
4CA64D RYR77CA  EI-DYK   B738 25500 25825 08/03/2015 16:00:30
3C7261 BER325G  D-ALSA   A321 22025 27125 08/03/2015 16:01:15
4492E2 BEL4PG   OO-DWB   RJ1H 100   16300 08/03/2015 16:01:33
4CA215 -------- EI-DEG   A320 ----- ----- 08/03/2015 16:01:49
4CA27D RYR3015  EI-DHP   B738 38000 22500 08/03/2015 16:01:58
4CAA10 TSO353   EI-EUY   B737 38000 32825 08/03/2015 16:02:06
4065DE BAW168   G-STBF   B77W 36000 30050 08/03/2015 16:02:25
40076A MON2486  G-MARA   A321 25025 31000 08/03/2015 16:02:26
4007E4 BAW908N  G-MIDY   A320 30425 24850 08/03/2015 16:02:28
40123F BAW859   G-EUUS   A320 34025 29975 08/03/2015 16:02:29
4CA61C RYR6317  EI-DWO   B738 10150 3400  08/03/2015 16:03:01
4951C9 TAP766   CS-TNI   A320 35975 37000 08/03/2015 16:03:30
3C09EF GMI3340  D-ASTU   A319 34000 34975 08/03/2015 16:03:32
406670 EZY19TA  G-EZUW   A320 11725 100   08/03/2015 16:03:37
