SBS-1 Log from KAMPENHOUT for 17/01/2015. Times are LOCAL.
Author skystef
Created by Active Display Lite v1.64.0.30

Code   CallSign Reg      ICAO FAlt  LAlt  Date/Time (dd/mm/yyyy)
88801C HVN50    VN-A145  B772 25675 33000 17/01/2015 13:41:17
44A832 JAF9CB   OO-JAR   B737 675   11425 17/01/2015 13:41:31
4CA705 RYR72DG  EI-EBH   B738 29900 37000 17/01/2015 13:41:41
8003E3 AIC115   VT-ALK   B77W 36000 31375 17/01/2015 13:41:57
44D1B0 OOTMP    OO-TMP   P28A 600   1200  17/01/2015 13:42:08
4CA2AC RYR43SR  EI-DHY   B738 36000 25375 17/01/2015 13:42:42
4008E6 BAW815   G-MIDS   A320 38050 32475 17/01/2015 13:42:57
400AF8 EZY31DE  G-EZDC   A319 37000 32625 17/01/2015 13:43:18
398561 AFR1452  F-HBLB   E190 33875 35000 17/01/2015 13:43:21
3C6632 GWI63H   D-AIQR   A320 38000 35650 17/01/2015 13:43:25
484F17 KLM13T   PH-BGX   B737 10975 40150 17/01/2015 13:43:26
440794 SPG024   OE-GEC   LJ45 11550 300   17/01/2015 13:43:58
4D0245 LXGSP    LX-GSP   C680 27175 41000 17/01/2015 13:44:13
3C09EF GMI3003  D-ASTU   A319 38000 30900 17/01/2015 13:44:34
400935 BAW917   G-EUPZ   A319 38000 29450 17/01/2015 13:44:49
3965A4 AFR267   F-GZNE   B77W 36000 28075 17/01/2015 13:45:23
88516D THA935   HS-TKM   B77W 800   24050 17/01/2015 13:45:25
4BA912 THY3CF   TC-JHR   B738 28800 38975 17/01/2015 13:45:49
4841D5 TRA5011  PH-XRB   B737 10775 37000 17/01/2015 13:46:01
3986E8 AFR1847  F-HBXI   E170 36000 30950 17/01/2015 13:46:05
44B0A7 OOLEG    OO-LEG   C182 525   250   17/01/2015 13:46:31
398895 CALIBRA  F-HCEV   BE20 75    300   17/01/2015 13:46:33
484002 -------- PH-BFC   B744 21825 21825 17/01/2015 13:47:05
406B42 MON1367  G-ZBAK   A320 38050 38000 17/01/2015 13:47:15
4000FB AFL2572  VP-BDM   A319 37975 29275 17/01/2015 13:47:25
4BA8C3 THY2EW   TC-JFC   B738 13600 24750 17/01/2015 13:47:31
3C6508 DLH426   D-AIHH   A346 32750 36000 17/01/2015 13:47:36
4009DB BAW777C  G-EUUN   A320 36000 28625 17/01/2015 13:47:40
406672 EZY14LF  G-EZUY   A320 36000 25550 17/01/2015 13:47:48
484C26 KLM1316  PH-EZK   E190 26025 8575  17/01/2015 13:47:48
484C2C PHENP    PH-ENP   C06T 2800  2400  17/01/2015 13:47:53
4CA25B RYR40GK  EI-DHF   B738 8125  26000 17/01/2015 13:47:55
4692CF AEE601   SX-DVO   A321 26350 34975 17/01/2015 13:48:10
4009C5 BAW952M  G-EUUH   A320 25525 36975 17/01/2015 13:48:50
471F4C WZZ682   HA-LWE   A320 34025 27000 17/01/2015 13:49:05
3C49AB BER216Z  D-ABMK   B738 40000 27250 17/01/2015 13:49:22
4B17A9 SWR780   HB-IYZ   RJ1H 11175 125   17/01/2015 13:49:56
5082EA AUI146   UR-EMC   E190 725   31775 17/01/2015 13:50:07
405E24 -------- G-FDZS   B738 36000 36000 17/01/2015 13:50:33
4B16BB SWR73G   HB-IPV   A319 32025 8675  17/01/2015 13:51:06
40690E EZY6261  G-EZWM   A320 34975 37025 17/01/2015 13:51:27
4D2027 AMC395   9H-AEQ   A320 275   18425 17/01/2015 13:51:31
4CA52B -------- EI-RJE   RJ85 ----- ----- 17/01/2015 13:51:55
40697B BAW974   G-EUYP   A320 35725 39000 17/01/2015 13:52:13
44A8A2 JAF9AD   OO-JEB   E190 14375 17450 17/01/2015 13:52:57
48466C -------- PH-KAJ   RF6  3300  4600  17/01/2015 13:53:21
484F80 KLM1642  PH-EZX   E190 32000 8475  17/01/2015 13:53:25
4CA213 -------- EI-DEA   A320 32575 32750 17/01/2015 13:53:42
48436C -------- PH-BQE   B772 ----- ----- 17/01/2015 13:53:54
48476E PHSPD    PH-SPD   G115 4700  4400  17/01/2015 13:54:00
484F73 KLM587   PH-AKD   A333 10150 30725 17/01/2015 13:54:36
899118 -------- B-18806  A343 15575 17575 17/01/2015 13:55:16
4BA90E -------- TC-JHN   B738 39000 39000 17/01/2015 13:55:16
3991E0 AFR1641  F-HEPA   A320 11075 25025 17/01/2015 13:55:32
4010F9 AWC883   G-POWC   B733 36025 24875 17/01/2015 13:55:43
406A62 EXS2107  G-GDFX   B738 35000 37000 17/01/2015 13:55:56
40612C EZY62AX  G-EZFJ   A319 36025 35900 17/01/2015 13:56:06
4787AF -------- LN-RGA   B738 36000 37000 17/01/2015 13:56:31
4CA83F ABR411J  EI-STA   B733 35025 35000 17/01/2015 13:56:42
484F7C KLM96H   PH-EZT   E190 27200 8125  17/01/2015 13:57:37
4B160B SWR319   HB-IJB   A320 27325 39025 17/01/2015 13:57:46
484ACC KLM1264  PH-EZB   E190 34250 7500  17/01/2015 13:57:49
4D00C9 LGL94E   LX-LGF   DH8D 22675 21400 17/01/2015 13:57:52
4CAA76 AZA150   EI-RDJ   E170 13200 375   17/01/2015 13:58:27
484F07 KLM24X   PH-BGP   B737 39000 8425  17/01/2015 13:59:08
44D989 BCY77Y   OO-VLI   F50  17900 5600  17/01/2015 13:59:18
398563 AFR1353  F-HBLD   E190 35000 25200 17/01/2015 13:59:23
400F99 BAW2584  G-DBCJ   A319 34800 39025 17/01/2015 13:59:26
3C6425 CFG7AK   D-AIAE   A321 32025 33025 17/01/2015 13:59:45
400F9A BAW78HM  G-DBCK   A319 15975 14250 17/01/2015 13:59:45
4CA767 RYR2121  EI-EFL   B738 15425 30000 17/01/2015 13:59:49
3C4858 BER856G  D-ABBX   B738 38000 39000 17/01/2015 14:00:17
3C4DC5 GWI4Y    D-ACNE   CRJ9 33000 18375 17/01/2015 14:00:31
40095D BAW850   G-TTOB   A320 35425 36975 17/01/2015 14:00:51
484CB8 -------- PH-BGR   B737 23700 4700  17/01/2015 14:01:09
5082C8 AUI1PG   UR-PSG   B738 34425 36975 17/01/2015 14:01:30
44D8D2 OOVFR    OO-VFR   P28A 0     3600  17/01/2015 14:02:08
3C4DCB GWI26J   D-ACNK   CRJ9 32000 32100 17/01/2015 14:02:28
3951EB -------- F-GUPL   DA40 1300  1500  17/01/2015 14:02:58
44D24A -------- OO-TRJ   C172 1400  800   17/01/2015 14:03:08
4844DB -------- PH-TWP   P28T ----- ----- 17/01/2015 14:03:14
44B827 OONAG    OO-NAG   P06T 600   3975  17/01/2015 14:04:18
400A9F EZY83HR  G-EZEG   A319 37950 29725 17/01/2015 14:04:19
394A08 AFR129   F-GSQI   B77W 35975 30975 17/01/2015 14:04:29
47A851 NAX2513  LN-NGI   B738 38000 28975 17/01/2015 14:04:41
400B00 BAW984G  G-EUXH   A321 33375 36975 17/01/2015 14:05:16
4A815C SCW1260  SE-DSU   RJ1H 22825 31000 17/01/2015 14:05:17
7C4925 QFA10    VH-OQF   A388 28100 37000 17/01/2015 14:05:28
40653A EZY65HD  G-EZGK   A319 38000 23425 17/01/2015 14:05:31
401152 -------- G-JECX   DH8D 14300 20000 17/01/2015 14:05:52
400CD0 EZY97AV  G-EZIP   A319 550   28025 17/01/2015 14:05:54
3C7202 BER7450  D-ALPB   A332 20450 35975 17/01/2015 14:06:24
495283 TAP571B  CS-TTC   A319 39000 39000 17/01/2015 14:06:47
400804 -------- G-EUPD   A319 36425 36425 17/01/2015 14:07:01
47947C NAX52Y   LN-NIH   B738 37000 37000 17/01/2015 14:07:30
3C6584 DLH3RP   D-AILD   A319 13850 125   17/01/2015 14:07:34
44866C OOASL    OO-ASL   BE20 15850 300   17/01/2015 14:07:36
449C1E OOG98    OO-G98   ULM  1700  1475  17/01/2015 14:08:09
4CA740 RYR598W  EI-EBY   B738 10975 2975  17/01/2015 14:08:19
484CF0 PHVAN    PH-VAN   RV9  4300  4200  17/01/2015 14:08:22
4A0662 ROT391A  YR-ASB   A318 38050 30200 17/01/2015 14:08:35
398566 AFR1775  F-HBLG   E190 38000 30750 17/01/2015 14:08:42
491264 NJE245B  CS-DSD   FA7X 34525 41000 17/01/2015 14:09:07
4BAB24 THY3HF   TC-JYD   B739 11125 275   17/01/2015 14:09:08
3C64F4 DLH436   D-AIGT   A343 19550 33975 17/01/2015 14:09:11
44C8C6 -------- OO-RFF   R44  1400  500   17/01/2015 14:09:56
400A7E -------- G-OZBH   A321 ----- ----- 17/01/2015 14:10:08
4B84B0 PGT80YM  TC-AEP   B738 11850 24000 17/01/2015 14:10:13
484842 PHCAQ    PH-CAQ   PELI 2100  2100  17/01/2015 14:10:36
400E5A EZY68EY  G-EZAX   A319 34225 7325  17/01/2015 14:11:14
0A0046 DAH2054  7T-VJX   A332 37575 37300 17/01/2015 14:11:19
44A485 OOIDE    OO-IDE   C525 32000 3300  17/01/2015 14:11:52
40666C EZY67TD  G-EZUS   A320 33975 35025 17/01/2015 14:11:57
4B18F3 SWR37M   HB-JLR   A320 35625 35425 17/01/2015 14:12:00
47A0B2 NAX81R   LN-NGY   B738 39000 38975 17/01/2015 14:12:51
4CC270 ICE533   TF-ISF   B752 38000 38000 17/01/2015 14:13:00
4008AE BAW397   G-EUPO   A319 550   22000 17/01/2015 14:13:39
3C4DCF -------- D-ACNO   CRJ9 32000 30175 17/01/2015 14:13:40
3C4ACE DLH402   D-ABVN   B744 32000 32000 17/01/2015 14:13:52
869254 ANA215   JA789A   B77W 35975 26900 17/01/2015 14:13:55
48414F TRA194   PH-HZK   B738 40000 20975 17/01/2015 14:13:59
4891B8 ENT985   SP-ENV   B738 31200 35000 17/01/2015 14:14:12
4CA741 RYR32XT  EI-EBZ   B738 11700 27625 17/01/2015 14:14:12
A884B6 -------- N648UA   B763 ----- ----- 17/01/2015 14:14:44
40040A BAW107   G-BNLK   B744 28700 35025 17/01/2015 14:14:49
471F82 WZZ966   HA-LYG   A320 27100 37050 17/01/2015 14:15:03
448EC5 -------- OO-CVE   C172 ----- ----- 17/01/2015 14:15:17
4CA90F RYR778Z  EI-EPA   B738 9450  3800  17/01/2015 14:15:23
3C5EE7 GWI646   D-AGWG   A319 24875 35775 17/01/2015 14:15:31
484162 KLM79K   PH-BXI   B738 9875  37000 17/01/2015 14:15:57
3C6C48 -------- D-AKBH   CL60 34675 35025 17/01/2015 14:16:10
40649F BAW847   G-EUYK   A320 36025 32450 17/01/2015 14:16:30
3C650D DLH542   D-AIHM   A346 32975 32975 17/01/2015 14:16:45
344501 VLG8992  EC-MBT   A320 19600 100   17/01/2015 14:16:57
3C4ACB DLH470   D-ABVK   B744 34000 34000 17/01/2015 14:17:09
400B46 EXS6HW   G-CELK   B733 34000 34000 17/01/2015 14:17:22
471F61 WZZ3HR   HA-LWZ   A320 36000 26250 17/01/2015 14:17:42
89402A GFA003   A9C-KB   A332 40000 30050 17/01/2015 14:17:48
4CA9CA TSO444   EI-RUB   B738 35975 37000 17/01/2015 14:18:19
406735 -------- G-LSAN   B752 38000 38000 17/01/2015 14:18:25
3C4ACC DLH342   D-ABVL   B744 35000 35000 17/01/2015 14:18:34
484FFF KLM589   PH-AKE   A333 9100  31000 17/01/2015 14:18:47
484B05 -------- PH-HLI   C172 2300  1600  17/01/2015 14:20:40
484560 KLM743   PH-BVC   B77W 10600 28000 17/01/2015 14:20:42
495295 TAP762   CS-TTU   A319 37975 38975 17/01/2015 14:21:07
3965A1 AFR276   F-GZNB   B77W 31900 33000 17/01/2015 14:21:16
4CAA5A RYR900R  EI-EVV   B738 39000 39000 17/01/2015 14:21:29
4891A8 ENT588   SP-ENI   B734 4775  75    17/01/2015 14:21:34
A0F44C DAL107   N1602    B763 32000 32000 17/01/2015 14:21:45
45AC4F SAS585   OY-KBO   A319 37975 37975 17/01/2015 14:21:59
4068CB EXS2140  G-GDFM   B733 34000 34000 17/01/2015 14:22:36
4CA4F3 RYR9275  EI-DPO   B738 19000 5675  17/01/2015 14:22:46
4492E8 BEL54W   OO-DWH   RJ1H 10025 250   17/01/2015 14:23:06
3C4AD9 DLH464   D-ABVY   B744 32975 32975 17/01/2015 14:23:26
485085 -------- PH-EXC   E190 12150 18425 17/01/2015 14:23:35
4BA933 THY1989  TC-JIS   A332 37975 30375 17/01/2015 14:23:46
A124B5 -------- N173DZ   B763 25950 25950 17/01/2015 14:23:51
4B1885 SWR84T   HB-JHL   A333 36000 36000 17/01/2015 14:23:58
485009 TRA207   PH-HSI   B738 13675 30475 17/01/2015 14:24:02
3C4DCE -------- D-ACNN   CRJ9 26450 30500 17/01/2015 14:24:12
4B8E07 PGT672   TC-CPG   B738 10500 26825 17/01/2015 14:24:16
400AF9 EZY34FJ  G-EZMH   A319 37975 37950 17/01/2015 14:24:19
3C4B23 DLH498   D-ABYC   B748 32000 32000 17/01/2015 14:24:27
4CAA59 RYR465C  EI-EVT   B738 39000 39000 17/01/2015 14:25:07
4841D9 TRA5752  PH-XRX   B737 29275 8250  17/01/2015 14:25:08
774100 ALK506   4R-ADF   A343 24500 33000 17/01/2015 14:25:26
3949EF AFR292   F-GSPP   B772 30050 32975 17/01/2015 14:25:51
484134 TRA33C   PH-HZD   B738 10300 37875 17/01/2015 14:25:57
3C5EEE GWI6K    D-AGWN   A319 34050 35000 17/01/2015 14:26:36
471F55 WZZ5EN   HA-LWN   A320 16800 2800  17/01/2015 14:26:44
44D1A9 OOTMI    OO-TMI   P28A 3800  2000  17/01/2015 14:26:51
4007E4 BAW951L  G-MIDY   A320 36025 35725 17/01/2015 14:26:54
406229 EZY24RE  G-EZTR   A320 36050 35950 17/01/2015 14:26:57
3C66A9 DLH6NC   D-AIUI   A320 38950 34650 17/01/2015 14:27:12
4CA13D EIN60M   EI-CVA   A320 11700 32200 17/01/2015 14:27:14
3E4712 QGA465A  D-ISCO   C25A 33025 33025 17/01/2015 14:27:53
405A4A BAW869   G-EUYB   A320 35950 32100 17/01/2015 14:27:55
A8E8A0 UAL965   N673UA   B763 31975 32000 17/01/2015 14:28:01
4007FB BAW18    G-YMMP   B772 40000 32750 17/01/2015 14:28:02
478321 SAS805   LN-RPZ   B736 39975 31000 17/01/2015 14:28:27
401240 BAW435   G-EUUT   A320 10675 24000 17/01/2015 14:29:30
406A34 BAW5     G-STBI   B77W 33000 33000 17/01/2015 14:29:32
40041C BAW63AV  G-BNWB   B763 35000 37000 17/01/2015 14:29:53
471F58 WZZ1PV   HA-LWQ   A320 37000 37000 17/01/2015 14:30:05
4CA8E5 RYR30QH  EI-ENS   B738 23825 37000 17/01/2015 14:30:08
40097D -------- G-EUUB   A320 35600 35575 17/01/2015 14:30:13
4066FA EXS2143  G-GDFG   B733 33000 33000 17/01/2015 14:30:14
4CAA96 SDM6236  EI-EYR   A320 32950 33000 17/01/2015 14:30:17
4847D8 PHCDS    PH-CDS   C152 1900  200   17/01/2015 14:30:18
484575 PHBSU    PH-BSU   C208 7000  5600  17/01/2015 14:30:24
3C6446 DLH7H    D-AIBF   A319 31800 24425 17/01/2015 14:30:50
424118 AFL2462  VP-BKC   A320 31000 24100 17/01/2015 14:30:54
47875A NAX2CP   LN-DYT   B738 37000 37000 17/01/2015 14:30:58
896326 ETD21    A6-ETI   B77W 36000 36000 17/01/2015 14:30:58
AA6BC0 UAL85    N77022   B772 34000 34000 17/01/2015 14:31:34
4007F7 BAW17    G-YMML   B772 33875 35000 17/01/2015 14:32:18
44D1B1 OOTMQ    OO-TMQ   P28A 800   1300  17/01/2015 14:32:27
484EE4 TRA6601  PH-HSD   B738 13875 31975 17/01/2015 14:32:30
4CA61F RYR12MW  EI-DWS   B738 25000 7425  17/01/2015 14:33:04
394C0D -------- F-GTAN   A321 33975 33975 17/01/2015 14:33:14
44D98C VLM593P  OO-VLL   F50  6700  17000 17/01/2015 14:33:16
485086 KLM1943  PH-EXD   E190 12050 29100 17/01/2015 14:33:19
3C6744 DLH4YY   D-AIZD   A320 37000 35075 17/01/2015 14:33:23
3C6421 CFG8KV   D-AIAA   A321 32600 32950 17/01/2015 14:33:36
4CA96E -------- EI-ESO   B738 26775 26725 17/01/2015 14:33:39
45AC37 SAS9239  OY-KAW   A320 1050  39000 17/01/2015 14:33:50
44CE61 BEL3702  OO-SSA   A319 14525 100   17/01/2015 14:34:02
780BA2 CSN303   B-2787   B788 37975 31075 17/01/2015 14:34:08
400C75 -------- G-MRJK   A320 ----- ----- 17/01/2015 14:34:09
484F15 KLM1847  PH-BGU   B737 10650 32700 17/01/2015 14:34:20
3C0A4A -------- D-ASXH   B738 38000 38000 17/01/2015 14:34:21
44CC61 -------- OO-SCA   CRUZ 1000  1100  17/01/2015 14:34:46
4CA2C1 -------- EI-DLD   B738 23625 20775 17/01/2015 14:35:12
4A0663 -------- YR-ASC   A318 28900 24350 17/01/2015 14:35:46
86831E JAL45    JA742J   B77W 36000 29925 17/01/2015 14:36:06
484CB4 KLM1602  PH-BCA   B738 41000 8675  17/01/2015 14:36:37
44D1AE OOTMN    OO-TMN   P28A 600   875   17/01/2015 14:36:45
4405CF -------- OE-GVN   LJ60 38000 27225 17/01/2015 14:36:54
3C6448 DLH22A   D-AIBH   A319 38000 38025 17/01/2015 14:37:09
40615B -------- G-EUYF   A320 35550 35325 17/01/2015 14:37:30
89610F UAE184   A6-ECH   B77W 500   33000 17/01/2015 14:37:34
484442 KLM1387  PH-BXU   B738 12600 21800 17/01/2015 14:38:08
4CA853 RYR89YB  EI-EMK   B738 33000 37000 17/01/2015 14:38:43
400834 BAW14R   G-MIDX   A320 25650 36975 17/01/2015 14:39:36
71BC17 AAR587   HL7417   B744 22000 300   17/01/2015 14:39:40
424101 TSO575   VP-BKL   B744 32000 32000 17/01/2015 14:39:54
47878C NAX3407  LN-DYY   B738 37000 37000 17/01/2015 14:40:30
3C6497 DLH979   D-AIDW   A321 31000 24975 17/01/2015 14:40:45
40690A EZY7155  G-EZWI   A320 34950 34975 17/01/2015 14:41:12
406A3D BAW983   G-EUYT   A320 37950 28650 17/01/2015 14:41:14
4CA73D RYR3228  EI-EBV   B738 37000 36875 17/01/2015 14:41:40
40093F BAW766   G-EUOG   A319 35925 37000 17/01/2015 14:41:57
478536 NAX27C   LN-DYD   B738 38000 39000 17/01/2015 14:41:57
A3FECF AAL71    N357AA   B763 32050 32050 17/01/2015 14:42:00
3946E4 AFR1263  F-GRXE   A319 37975 24800 17/01/2015 14:42:14
44D1A6 OOTMF    OO-TMF   P28A 500   300   17/01/2015 14:42:23
3950C9 AFR411B  F-GUGJ   A318 31000 30400 17/01/2015 14:42:49
44AEF3 OOKWS    OO-KWS   C152 1100  1100  17/01/2015 14:43:08
47A034 NAX19A   LN-NHB   B738 38000 39000 17/01/2015 14:43:23
48418D KLM90K   PH-BXS   B739 35400 9325  17/01/2015 14:43:52
4067F4 TOM3DW   G-TAWR   B738 36975 36975 17/01/2015 14:44:23
44D1AB OOTMK    OO-TMK   P28A 600   1400  17/01/2015 14:44:26
44A833 JAF83H   OO-JAS   B737 9425  2825  17/01/2015 14:44:43
4841A9 TRA98A   PH-HZW   B738 38000 21125 17/01/2015 14:45:13
76CEEF SIA305   9V-SWO   B77W 31000 31000 17/01/2015 14:45:15
4405AA XPE10    OE-HPG   CL30 43000 41000 17/01/2015 14:45:33
485064 -------- PH-EZY   E190 12725 27400 17/01/2015 14:45:51
406A93 EZY8965  G-EZWS   A320 23000 35025 17/01/2015 14:45:56
4069DA BOO306   G-OOMC   PRM1 22425 36000 17/01/2015 14:46:22
44A8AD JAF79X   OO-JEM   E190 9950  23225 17/01/2015 14:46:37
484411 KLM415   PH-AOC   A332 10025 26750 17/01/2015 14:46:45
401153 BEE1AB   G-JECY   DH8D 18775 20000 17/01/2015 14:47:02
44CC24 -------- OO-SAD   BE9L 7600  7600  17/01/2015 14:47:02
8A03A5 -------- PK-GIA   B77W 15900 15900 17/01/2015 14:47:07
A05614 -------- N1200K   B763 ----- ----- 17/01/2015 14:47:08
4C01E3 ASL381   YU-APD   A319 30900 38975 17/01/2015 14:47:17
47340F WZZ588   HA-LPO   A320 35825 37025 17/01/2015 14:47:24
4CA6FF RYR191B  EI-EBB   B738 28625 30250 17/01/2015 14:47:34
406B8E -------- G-EZWV   A320 30975 30750 17/01/2015 14:47:45
484674 PHWKB    PH-WKB   P28A 500   3000  17/01/2015 14:47:48
4841DB TRA712N  PH-XRD   B737 40000 5300  17/01/2015 14:47:53
406320 EZY76FP  G-EZGB   A319 10700 24000 17/01/2015 14:47:59
48416F KLM30Y   PH-KZM   F70  17975 15675 17/01/2015 14:48:02
478539 NAX21Q   LN-DYA   B738 35975 37000 17/01/2015 14:48:05
3C5432 BCS741   D-AEAR   A306 725   17975 17/01/2015 14:49:08
3C674B DLH1A    D-AIZK   A320 11000 29000 17/01/2015 14:49:10
896212 UAE36    A6-EGQ   B77W 35000 35000 17/01/2015 14:49:54
4CA4F7 RYR809Q  EI-DPT   B738 5175  34750 17/01/2015 14:50:26
8960CC UAE162   A6-EBE   B77W 33000 33000 17/01/2015 14:50:38
44CCCE BEL231   OO-SFN   A333 500   17600 17/01/2015 14:50:39
4CA761 RYR8206  EI-EFF   B738 37000 37000 17/01/2015 14:50:40
48452E -------- PH-SVT   DR40 ----- ----- 17/01/2015 14:51:51
3991E1 AFR1584  F-HEPB   A320 32000 7700  17/01/2015 14:52:12
4843D9 TRA6973  PH-XRV   B737 7725  25325 17/01/2015 14:52:16
7608EB PIA757   AP-BGK   B772 38000 36075 17/01/2015 14:53:14
44A4D2 -------- OO-IFR   P28A 1400  1400  17/01/2015 14:53:18
02A196 TAR789   TS-IMW   A320 250   18400 17/01/2015 14:54:10
3C4DCA GWI3H    D-ACNJ   CRJ9 26225 29125 17/01/2015 14:54:13
4BA9CA THY9NH   TC-JNJ   A333 40000 30875 17/01/2015 14:54:19
4784C0 NAX5289  LN-NOF   B738 39000 39000 17/01/2015 14:54:32
406CA3 AWC320B  G-POWK   A320 37950 26325 17/01/2015 14:54:53
400937 BAW940   G-EUOB   A319 33000 10900 17/01/2015 14:54:56
440348 AUA79Z   OE-LVO   F100 34000 34000 17/01/2015 14:54:57
44CC62 -------- OO-SCB   ULAC 0     0     17/01/2015 14:55:01
484F6C TRA1W    PH-HSF   B738 9850  34000 17/01/2015 14:55:03
4840E2 KLM1726  PH-KZE   F70  1275  8850  17/01/2015 14:55:32
A79C1D -------- N59LW    C510 30375 29175 17/01/2015 14:55:41
740826 RJA111   JY-BAF   B788 39975 31450 17/01/2015 14:55:56
44DA45 -------- OO-VRE   C172 1300  1900  17/01/2015 14:56:00
484FDE KLM18C   PH-BCD   B738 31475 8600  17/01/2015 14:56:12
4067F0 TOM7MK   G-TAWM   B738 30450 37000 17/01/2015 14:57:05
400D8D EZY27VD  G-EZAC   A319 37975 38000 17/01/2015 14:57:16
484F06 -------- PH-BGM   B737 10950 10975 17/01/2015 14:57:22
40690B EZY8403  G-EZWJ   A320 36500 37000 17/01/2015 14:57:34
896191 UAE18    A6-EER   A388 37000 37000 17/01/2015 14:57:52
3C6594 DLH5U    D-AILT   A319 32100 29125 17/01/2015 14:57:59
400E38 BEE1098  G-JECN   DH8D 11825 24000 17/01/2015 14:58:28
867FAC JAL43    JA733J   B77W 36000 35200 17/01/2015 14:58:45
4CA75E RYR49FQ  EI-EFC   B738 37000 37000 17/01/2015 14:59:09
3C4585 BOX451   D-AALE   B77L 36975 27325 17/01/2015 15:00:15
3CCDD6 QAJ526   D-CFGG   LJ35 31000 15975 17/01/2015 15:00:22
44CCD9 BEL373   OO-SFY   A332 200   13875 17/01/2015 15:00:25
3C675A DLH955   D-AIZZ   A320 39025 23375 17/01/2015 15:00:45
4242EE AFL2579  VP-BZB   B738 35625 37000 17/01/2015 15:01:14
8960E8 UAE2     A6-EDG   A388 31475 37000 17/01/2015 15:02:07
4BAA4D THY2GA   TC-JRM   A321 35975 35975 17/01/2015 15:02:17
44CE9A OOSTZ    OO-STZ   EC50 400   775   17/01/2015 15:02:47
40073D BAW263   G-BYGE   B744 30800 37000 17/01/2015 15:03:06
440667 AUA74C   OE-LBK   A320 34975 35025 17/01/2015 15:04:13
4067F8 TOM087   G-TUID   B788 43000 29000 17/01/2015 15:04:17
406AE3 BAW679   G-EUYW   A320 37975 30850 17/01/2015 15:04:39
400C4B EZY24XP  G-EZII   A319 30525 26500 17/01/2015 15:04:55
44B587 OOMLG    OO-MLG   C56X 400   24000 17/01/2015 15:04:56
400CD7 EZY34CM  G-EZIX   A319 29875 27875 17/01/2015 15:05:08
3C646E CFG9KL   D-AICN   A320 38000 38000 17/01/2015 15:05:21
394C04 AFR1741  F-GTAE   A321 10925 27700 17/01/2015 15:05:35
44D24A -------- OO-TRJ   C172 1300  1400  17/01/2015 15:06:02
4B178A SWR5057  HB-IXU   RJ1H 25625 31025 17/01/2015 15:06:03
4CA73A RYR31SC  EI-EBR   B738 32975 13550 17/01/2015 15:06:20
4794F2 NAX2805  LN-NIG   B738 32000 31975 17/01/2015 15:06:44
780A66 CPA257   B-KQR    B77W 38000 34850 17/01/2015 15:07:01
8960F2 -------- A6-EDQ   A388 20675 20675 17/01/2015 15:07:12
395025 AFR1793  F-GUBF   E145 10875 35000 17/01/2015 15:07:54
3C49A6 BER540W  D-ABMF   B738 25125 34625 17/01/2015 15:07:59
4B843A PGT50GL  TC-AAZ   B738 27925 37000 17/01/2015 15:08:00
484B91 -------- PH-BGK   B737 29825 31175 17/01/2015 15:08:19
44B827 OONAG    OO-NAG   P06T 3975  375   17/01/2015 15:08:24
451D87 BGH5822  LZ-BHG   A320 34975 35025 17/01/2015 15:08:26
4B17A9 SWR78W   HB-IYZ   RJ1H 800   14225 17/01/2015 15:08:29
342441 VLG6206  EC-JXV   A319 38000 30725 17/01/2015 15:08:32
4B1A38 -------- HB-JYE   A320 32725 27300 17/01/2015 15:08:45
392874 -------- F-GKDU   C182 2900  2600  17/01/2015 15:08:45
461F6E FIN839H  OH-LXM   A320 34000 34000 17/01/2015 15:08:46
4CA1D1 RYR39JM  EI-DAR   B738 27000 2825  17/01/2015 15:09:00
4CA740 RYR605A  EI-EBY   B738 12900 13225 17/01/2015 15:09:09
7582F9 PAL720   RP-C3438 A343 40000 36825 17/01/2015 15:09:21
4BAA4C THY3JY   TC-JRL   A321 12625 23000 17/01/2015 15:09:22
4CA64D -------- EI-DYK   B738 8125  18425 17/01/2015 15:09:27
406322 EZY75NK  G-EZGD   A319 19375 16175 17/01/2015 15:09:33
4787B1 NAX34B   LN-NGF   B738 36000 36975 17/01/2015 15:09:48
400E12 EZY46EG  G-EZAT   A319 37975 28950 17/01/2015 15:10:04
601847 TUA427   EZ-A012  B752 34975 34800 17/01/2015 15:10:11
010039 MSX531   SU-GAC   A30B 30000 8625  17/01/2015 15:10:13
484C53 -------- PH-EZO   E190 17225 29750 17/01/2015 15:10:26
400DAE EZY49LP  G-EZAJ   A319 27675 37050 17/01/2015 15:10:26
3950C8 AFR1907  F-GUGI   A318 23975 24000 17/01/2015 15:10:36
896170 UAE9901  A6-EFJ   B77L 38000 33750 17/01/2015 15:10:41
484F7F KLM1203  PH-EZW   E190 11050 28650 17/01/2015 15:10:42
8960D1 UAE28    A6-EBJ   B77W 35000 35000 17/01/2015 15:11:23
4CA96D RYR753Q  EI-ESN   B738 20100 275   17/01/2015 15:12:00
471F50 WZZ708   HA-LWI   A320 33825 37025 17/01/2015 15:12:29
3C6584 DLH7Y    D-AILD   A319 600   23975 17/01/2015 15:12:30
3C6669 -------- D-AISI   A321 ----- ----- 17/01/2015 15:12:48
4BAAC6 THY8JB   TC-JVF   B738 38000 38000 17/01/2015 15:13:04
44D2C2 OOTVB    OO-TVB   C150 1400  1600  17/01/2015 15:13:15
3C6605 DLH2EL   D-AIPE   A320 30525 38975 17/01/2015 15:13:21
